Time,X,Y,Deception Probability
0.06666666666666667,0.08347155880367137,0.20818069688063098,0.0
0.1,0.014389631705245598,0.13172309463201048,2.0834539705143923e-26
0.13333333333333333,0.00017026255855789047,0.0855415836129727,0.010422127232551533
0.16666666666666666,0.006802439382591606,0.01650481623303879,0.06917663341615801
0.2,0.004771875402145594,0.03947143595600636,0.7628659570516502
0.23333333333333334,0.0013720498616053654,0.003546672434513044,0.8830935850785862
0.26666666666666666,0.001166875924427217,0.39762965328379135,3.0853911680105095e-99
0.3,0.12735616821705256,0.4015805133900779,0.0
0.3333333333333333,0.0009580918799745439,0.001454830443396032,0.9049522909105887
0.36666666666666664,0.0008862022361123943,0.06424800810685873,0.7883934392694956
0.4,0.006710071719063909,0.11254737821705722,2.749249379101457e-07
0.43333333333333335,0.030018705836925237,0.0687823182671452,1.0510978720385578e-90
0.4666666666666667,0.013790692954821647,0.06068874901081941,3.178847108257981e-16
0.5,0.004648094829127302,0.040636803419000174,0.7024312711436849
0.5333333333333333,0.0012385858700662872,0.05361178689627483,0.7894732343592918
0.5666666666666667,0.006194818820878496,0.08461629903114681,0.0008892523079787912
0.6,0.02172175503271565,0.1569536616578985,6.522031003138488e-56
0.6333333333333333,0.00039995576161164795,0.017917091339057483,0.9991964664904617
0.6666666666666666,0.0011932690385646916,0.019203490717391945,0.9996368695687085
0.7,0.0025132405810254694,0.03956015587535501,0.9994071788613578
0.7333333333333333,0.00032479288871877876,0.030584059790969342,0.9997332820946457
0.7666666666666667,0.001835895932192825,0.016215099900880877,0.999627178799222
0.8,0.003137171320404812,0.034386111883473264,0.9992941645317246
0.8333333333333334,0.0007896023830314969,0.029510739182899585,0.999613455522046
0.8666666666666667,1.7145639754637445e-05,0.0455812094773379,0.9986892161428413
0.9,0.0016927119625871204,0.018267758184297773,0.999636432542551
0.9333333333333333,0.0031328195471303356,0.035924467651721005,0.9992626880286088
0.9666666666666667,0.0007189082085711833,0.020494772253297284,0.9998592329453766
1.0,0.000103521024440053,0.009369203812488253,0.9999847971203644
1.0333333333333334,0.00031622419112007407,0.01350738703270298,0.9999860716767695
1.0666666666666667,4.644042505570587e-05,0.04327358266089126,0.9989049325139581
1.1,0.0017590573277697903,0.0454679126587623,0.9993002187035991
1.1333333333333333,2.5325051429687798e-05,0.01808741181057359,0.9999624287630046
1.1666666666666667,0.0003888397474895746,0.011122987446171538,0.9999865266234329
1.2,0.0008265498726081603,0.005521345538429778,0.9998261300219999
1.2333333333333334,0.0005888116680376164,0.02113611911057179,0.99992125530031
1.2666666666666666,0.0017158356484067955,0.04327889349077356,0.9994108959383059
1.3,3.9584313211937234e-05,0.02854793763997025,0.9997441922831337
1.3333333333333333,0.0008683093314581275,0.007163612876656757,0.9997753389995911
1.3666666666666667,0.0005593164752525786,0.04497567497598113,0.9988227287451884
1.4,0.00361861412396301,0.06346514085928219,0.9883811353704799
1.4333333333333333,7.468788487211186e-05,0.03494392302519357,0.9991694254508009
1.4666666666666666,0.0013695553894028888,0.00808885417360963,0.9994750952959917
1.5,0.0018988245532528443,0.0468624725787162,0.9992280619169832
1.5333333333333334,3.06415067299647e-05,0.003923631383162606,0.999973442699906
1.5666666666666667,7.612250235803091e-05,0.0007285605709516367,0.9999681744237401
1.6,8.685266130750096e-05,0.027801461124409853,0.9998102266739484
1.6333333333333333,0.0010168293729469213,0.023243413082822423,0.9996448263293194
1.6666666666666667,0.00016950824072240123,0.04695629518204765,0.998708804366298
1.7,0.002614572164672956,0.018296122647333105,0.9995360378811884
1.7333333333333334,0.0013162970618210766,0.016623674420125134,0.9996342744040145
1.7666666666666666,0.0005191933276352764,0.009744752532155702,0.9999796583665395
1.8,0.00022121764980835432,0.014418040094857951,0.9999854688558883
1.8333333333333333,0.0007064281213783773,0.0124851668103549,0.9999360647210266
1.8666666666666667,0.00027034725240565567,0.011969860608953246,0.9999829695256734
1.9,4.518741152667878e-05,0.030756853366863877,0.9878548308683657
1.9333333333333333,0.0010042639536188814,0.3052836423927124,3.344756896091425e-55
1.9666666666666666,0.07809498580744406,0.2107424469550887,0.0
2.0,0.20294251395372512,0.017416271392322148,0.0
2.033333333333333,0.19040448460853088,0.3833723633405953,0.0
2.066666666666667,0.015678715922823983,0.12579552380077608,6.0442605524361e-28
2.1,0.0005344398864380294,0.02221284459304561,0.9975449631680232
2.1333333333333333,0.0016932449378289347,0.0331446078613861,0.9996050524545865
2.1666666666666665,0.00020292711357897353,0.007818478418797986,0.9999873853189306
2.2,0.000424125643671909,0.009390701035744454,0.9999857027436315
2.2333333333333334,0.000168196975406562,0.004421264608106744,0.9999840127352536
2.2666666666666666,8.792605834921051e-05,0.00767619925574891,0.99998360683434
2.3,0.00024370547442068122,0.005235975181955987,0.999986337283757
2.3333333333333335,0.0003945789874701639,0.017107835730920125,0.9999777413162337
2.3666666666666667,3.567982598781896e-05,0.04833551388364828,0.9984296965247742
2.4,0.0020438014742257243,0.03274599227520272,0.9996014978138362
2.433333333333333,0.0003470218583246842,0.006637934383176702,0.9999867456741235
2.466666666666667,0.00017523286290728942,0.0072299466621907294,0.9999867332542285
2.5,5.424394041543605e-05,0.010658337071627883,0.9999817803804909
2.533333333333333,0.0002566506789655464,0.011091038811483574,0.9999881017809714
2.566666666666667,0.0006262674314485265,0.016098679435764852,0.9999511932979773
2.6,0.00014293749541624236,0.009353381498087534,0.9999863971877183
2.6333333333333333,0.0003822300001372722,0.01632599868752365,0.9999796820402053
2.6666666666666665,0.0010761177068778721,0.03993833344309242,0.997614284378132
2.7,0.0042537527957813015,0.07431136677964124,0.886408099401906
2.7333333333333334,2.403996736889168e-05,0.053179066281198714,0.9889506647024234
2.7666666666666666,0.0023107431308364394,0.05464134419869949,0.9977801143735523
2.8,1.379736869089589e-05,0.009378133990049699,0.9999769318624667
2.8333333333333335,0.00012845469492945715,0.00952661350079456,0.9999859035972278
2.8666666666666667,1.2914863369738848e-05,0.014468990596493236,0.9999736136440047
2.9,0.00023548574550569265,0.026171399679245224,0.9998981559370547
2.933333333333333,0.001338816574097657,0.027702240954476133,0.99966568625453
2.966666666666667,0.00019889433992589694,0.001943711812594555,0.999980048411855
3.0,0.0002459825015347522,0.010901995624406574,0.9999881142081593
3.033333333333333,4.665640535322376e-05,0.004834442585289018,0.9999776230954749
3.066666666666667,0.00011575033771214215,0.018156658472382396,0.9999732062466861
3.1,0.0006501943647117849,0.01606697321874404,0.9999438334947323
3.1333333333333333,0.00015512766156035055,0.002300151860966424,0.9999795449039329
3.1666666666666665,0.00011203611198283472,0.0013501613876898632,0.9999742372646228
3.2,0.00013651323662045462,0.007148311667619034,0.999985528450574
3.2333333333333334,0.00030587383029307574,0.008740556667304653,0.9999882047290951
3.2666666666666666,0.00010798040929765499,0.0019708338675441983,0.9999758658052229
3.3,7.723280954897966e-05,0.026310617803213976,0.9998590083372894
3.3333333333333335,0.0009088237460158352,0.024215091268861063,0.9996727721078509
3.3666666666666667,0.00011002783850611754,0.007184741947119393,0.9999842903450167
3.4,2.164047212153211e-05,0.0009460943924389954,0.9999616681559869
3.433333333333333,1.5052365387615202e-05,0.0045767693322205675,0.999973706750163
3.466666666666667,5.777271200328637e-05,0.011052550709284015,0.999981873005386
3.5,0.00027476322051719746,0.008013595138825482,0.9999881545965207
3.533333333333333,0.00010136628262927733,0.006252536536491809,0.9999833126667823
3.566666666666667,2.487686413500979e-05,0.019398853596384408,0.999955441045652
3.6,0.0004300955398211268,0.01808682403314789,0.9999737358659612
3.6333333333333333,3.664451661738398e-05,0.004176165585224336,0.9999753264989402
3.6666666666666665,8.925674236128116e-05,0.004424225176045428,0.999980252769439
3.7,3.42458215201128e-05,0.022012125786511447,0.9999329876271765
3.7333333333333334,0.0005627937640652517,0.008298343031397775,0.9999746123961271
3.7666666666666666,0.0009278991843121756,0.011534559462045768,0.9997241324906084
3.8,0.0004450704777820425,0.00632368239253287,0.999983289684235
3.8333333333333335,0.0002547519400132964,0.00987880353926122,0.999988331454781
3.8666666666666667,6.302153096074119e-05,0.01285170848596187,0.9999809354229144
3.9,0.000337600867523483,0.0031041067834303967,0.999982961931522
3.933333333333333,0.0004366632491806127,0.02102227224465126,0.9999576135503279
3.966666666666667,1.4639608394701073e-05,0.023038071602259597,0.9999115175581851
4.0,0.0005077162500876938,0.008046921446011338,0.9999804259520152
4.033333333333333,0.00025594232243943615,0.0005152443500692739,0.9999530106087154
4.066666666666666,0.00024263734933560252,0.06227944223161324,0.9676167976370595
4.1,0.004372626244043061,0.07598980123724432,0.8211620309746395
4.133333333333334,1.9760893752581835e-05,0.03312391100518727,0.9963654535525878
4.166666666666667,0.000981973682191687,0.03464231966040547,0.9995284899151677
4.2,1.0307946419489748e-05,0.0016193888141534476,0.9999625043155316
4.233333333333333,3.561106685374381e-06,0.023226582978876472,0.9999037226809294
4.266666666666667,0.00043072207669881573,0.0011222345847944262,0.9999737012478647
4.3,0.0003936190547223073,0.012692154978601164,0.9999856100892782
4.333333333333333,9.090660022098045e-05,0.008781075105498406,0.9999841526114933
4.366666666666666,0.0002777365266231142,0.0002462694081140709,0.999975685274898
4.4,0.0002845457866678894,0.0015127897685073494,0.9993470445651031
4.433333333333334,0.0002445295773891493,0.09448230331953875,0.017462930608304474
4.466666666666667,0.008523282137949985,0.17518127781034568,1.34448900811669e-21
4.5,0.05498922241624083,0.027985303170120993,1.245826443e-314
4.533333333333333,0.044851802097216044,0.19001181595951108,8.00369964753279e-225
4.566666666666666,0.0033143029308681155,0.02841745328167854,0.562993541920026
4.6,0.0011904969594513026,0.3663390016070922,5.325415477056388e-83
4.633333333333334,0.11010400334114732,0.02436120983175978,0.0
4.666666666666667,0.09737214271540955,0.138430991541986,0.0
4.7,0.03987796402476282,0.08820712624813623,1.0683809712475017e-164
4.733333333333333,0.016410810847908384,0.06230643504261059,1.9480769579162137e-24
4.766666666666667,0.006011676072121364,0.039385387796058303,0.31233571992240194
4.8,0.002076384310692617,0.011855348982613206,0.9883490314690577
4.833333333333333,0.003046173165376001,0.06073942941165229,0.9933592651632059
4.866666666666666,3.4693182853409234e-05,0.04592621167682563,0.9984216040721586
4.9,0.0018636455846543665,0.028804332171394595,0.9996451535638966
4.933333333333334,0.0003916098283786838,0.00765700139096949,0.9999862550956661
4.966666666666667,0.00018417422180590313,0.008632024916094742,0.9999868167538327
5.0,4.303573050508537e-05,0.0476789961797615,0.9985147555858154
5.033333333333333,0.002048657058131669,0.03646845221038116,0.9995484371446977
5.066666666666666,0.000245262211587431,0.0040637128187959925,0.9999847749363072
5.1,0.00015274962410138316,0.006438346663255419,0.9999856134216188
5.133333333333334,5.082482595569552e-05,0.015762586617402364,0.99997491879716
5.166666666666667,0.00039710042171930195,0.00032220273971319614,0.9999729303661744
5.2,0.00040771922429719493,0.004162100388804955,0.9999825530333927
5.233333333333333,0.0005556998076077055,0.018496089105128483,0.9999555488341667
5.266666666666667,7.32231972296448e-05,0.0025806571634266395,0.9999748808485367
5.3,4.1711228297729944e-05,0.01515640632206848,0.9999754353664136
5.333333333333333,0.00035212554898438454,0.003729622931068406,0.9999837127450864
5.366666666666666,0.00047503320772787465,0.016501036099227928,0.9999751592779274
5.4,7.052971780585358e-05,0.005375445930538844,0.9999804218684639
5.433333333333334,0.00016294751116677783,0.0039514767974755385,0.9999831491096359
5.466666666666667,0.00025522051177675884,0.0004726799313604203,0.9999768718699439
5.5,0.00024301049674819964,0.0242067898191201,0.9999221077902345
5.533333333333333,0.001241759245958421,0.0317575347087914,0.9936693296734195
5.566666666666666,8.948457004236605e-05,0.08116768049674579,0.4895929100624767
5.6,0.005675978748752543,0.0646981045406129,0.4158558574230517
