Time,X,Y
0.0,0.043018415570259094,0.09440767765045166
0.03333333333333333,0.042692363262176514,0.09732496738433838
0.06666666666666667,0.04253301024436951,0.09853330254554749
0.1,0.042659610509872437,0.09849387407302856
0.13333333333333333,0.042678773403167725,0.09933164715766907
0.16666666666666666,0.04264071583747864,0.09863081574440002
0.2,0.04286150634288788,0.09832602739334106
0.23333333333333334,0.04251442849636078,0.09832504391670227
0.26666666666666666,0.04208008944988251,0.1019248366355896
0.3,0.04185009002685547,0.10213933885097504
0.3333333333333333,0.04171299934387207,0.10240896046161652
0.36666666666666664,0.04099622368812561,0.10198596119880676
0.4,0.03946182131767273,0.10284879803657532
0.43333333333333335,0.039008334279060364,0.10395242273807526
0.4666666666666667,0.039084166288375854,0.10464096069335938
0.5,0.03923483192920685,0.10496525466442108
0.5333333333333333,0.038435325026512146,0.10494810342788696
0.5666666666666667,0.03699362277984619,0.10535290837287903
0.6,0.03679046034812927,0.10534857213497162
0.6333333333333333,0.03711321949958801,0.10548646748065948
0.6666666666666666,0.03703981637954712,0.10599051415920258
0.7,0.0372200608253479,0.10602286458015442
0.7333333333333333,0.03718085587024689,0.10558928549289703
0.7666666666666667,0.036936625838279724,0.10610330104827881
0.8,0.036911994218826294,0.10638774931430817
0.8333333333333334,0.036947548389434814,0.10641036927700043
0.8666666666666667,0.03693939745426178,0.10599242150783539
0.9,0.03685277700424194,0.10543036460876465
0.9333333333333333,0.03686748445034027,0.10515832901000977
0.9666666666666667,0.036869511008262634,0.10505494475364685
1.0,0.036733224987983704,0.10517358779907227
1.0333333333333334,0.03673885762691498,0.10510453581809998
1.0666666666666667,0.03679905831813812,0.10468266904354095
1.1,0.036752745509147644,0.10466086864471436
1.1333333333333333,0.03664354979991913,0.10449287295341492
1.1666666666666667,0.03647208213806152,0.10472936928272247
1.2,0.03655076026916504,0.10449570417404175
1.2333333333333334,0.036451712250709534,0.10408665239810944
1.2666666666666666,0.036423563957214355,0.10414409637451172
1.3,0.03645738959312439,0.10384660959243774
1.3333333333333333,0.036624476313591,0.10401931405067444
1.3666666666666667,0.036476120352745056,0.10342639684677124
1.4,0.03649123013019562,0.10333986580371857
1.4333333333333333,0.036467358469963074,0.1029646098613739
1.4666666666666666,0.03641176223754883,0.10340385138988495
1.5,0.0364505797624588,0.10344462096691132
1.5333333333333334,0.03653456270694733,0.10347309708595276
1.5666666666666667,0.036482974886894226,0.10339365899562836
1.6,0.03647412359714508,0.10306978225708008
1.6333333333333333,0.03655947744846344,0.10296869277954102
1.6666666666666667,0.03621824085712433,0.10257694125175476
1.7,0.03585301339626312,0.1025269627571106
1.7333333333333334,0.03579583764076233,0.10230261087417603
1.7666666666666666,0.03588433563709259,0.10242512822151184
1.8,0.035660937428474426,0.10227338969707489
1.8333333333333333,0.03582116961479187,0.10222606360912323
1.8666666666666667,0.03588707745075226,0.10220798850059509
1.9,0.03589998185634613,0.10252971947193146
1.9333333333333333,0.03802405297756195,0.1006455272436142
1.9666666666666666,0.041392311453819275,0.09754635393619537
2.0,0.04300709068775177,0.09341740608215332
2.033333333333333,0.0428474098443985,0.09215524792671204
2.066666666666667,0.04273933172225952,0.09236380457878113
2.1,0.04270482063293457,0.0927804708480835
2.1333333333333333,0.04273836314678192,0.09263965487480164
2.1666666666666665,0.04253022372722626,0.09261804819107056
2.2,0.04249228537082672,0.09249183535575867
2.2333333333333334,0.04241932928562164,0.09243051707744598
2.2666666666666666,0.042351365089416504,0.09228718280792236
2.3,0.042346373200416565,0.09248895943164825
2.3333333333333335,0.042368724942207336,0.09254543483257294
2.3666666666666667,0.042461663484573364,0.09299527108669281
2.4,0.0423864871263504,0.09282155334949493
2.433333333333333,0.042366087436676025,0.09295451641082764
2.466666666666667,0.04239104688167572,0.09288392961025238
2.5,0.042475804686546326,0.0930229127407074
2.533333333333333,0.0424373596906662,0.09327426552772522
2.566666666666667,0.04244434833526611,0.0931529700756073
