Time,X Coordinate,Y Coordinate
57.9468412399292,169.65293407440186,185.42813301086426
58.56870365142822,172.2667646408081,181.53305768966675
58.780978202819824,169.34827327728271,184.2106533050537
59.0167019367218,172.08670139312744,183.10527563095093
59.21750092506409,173.64639282226562,181.29602193832397
59.42854928970337,155.82641124725342,186.13655805587769
59.64665985107422,112.43372917175293,193.20611715316772
59.864681243896484,170.69774627685547,164.42348957061768
60.091119050979614,258.7534427642822,173.8419771194458
60.3199098110199,312.1073341369629,174.36352014541626
60.58165454864502,338.5896682739258,165.50909757614136
60.78967213630676,314.3949031829834,171.01030111312866
60.98799967765808,292.0148468017578,184.2315173149109
61.20490479469299,253.5172176361084,205.1626467704773
61.42456793785095,279.091272354126,199.55904006958008
61.65087056159973,246.80604934692383,242.20023393630981
61.89344000816345,266.9621467590332,319.22680377960205
62.15594005584717,260.05645751953125,365.04878997802734
62.3710663318634,189.8071813583374,380.13314723968506
62.58227777481079,198.92043113708496,340.3499507904053
62.85278797149658,284.91920471191406,332.3788833618164
63.094563484191895,388.9111328125,365.0686740875244
63.312095403671265,402.595272064209,383.7400960922241
63.529656171798706,366.8397331237793,387.0603132247925
63.78986883163452,333.5715103149414,395.3602123260498
64.00143384933472,321.63246154785156,381.5949010848999
64.21910977363586,350.82606315612793,373.88689041137695
64.44024443626404,341.4431571960449,411.6484594345093
64.65946054458618,332.57816314697266,439.29576873779297
64.87780547142029,300.6678104400635,441.48324966430664
65.09596943855286,283.6048698425293,465.9656095504761
65.34432291984558,284.00118827819824,452.3823308944702
65.60825061798096,279.79408264160156,333.6818218231201
65.82897567749023,277.43489265441895,321.155104637146
66.06156635284424,287.3102569580078,294.1197395324707
66.28997802734375,288.1355953216553,296.8970489501953
66.50785160064697,288.02148818969727,331.8095111846924
66.72116541862488,290.1344299316406,339.38793182373047
66.93945980072021,292.42506980895996,342.7302074432373
67.18662357330322,284.1709804534912,363.53699684143066
67.40526556968689,265.596284866333,380.4151439666748
67.62234044075012,243.40381622314453,394.4388484954834
67.84134531021118,235.1313591003418,400.3129005432129
68.05834722518921,219.54405784606934,432.76973247528076
68.10475516319275,217.82559394836426,438.316011428833
68.3398163318634,217.981538772583,446.3073205947876
68.568852186203,232.06585884094238,456.664080619812
68.819415807724,242.35135078430176,456.3343334197998
69.05276441574097,248.7189769744873,454.6388053894043
69.28492879867554,252.40334510803223,453.6050605773926
69.516845703125,253.93714904785156,453.0728816986084
69.76549434661865,249.6370029449463,456.6937780380249
70.01846098899841,243.24728965759277,460.20641326904297
71.6805567741394,231.64779663085938,446.69424533843994
71.94566035270691,229.08306121826172,443.50632190704346
71.99221777915955,228.84780883789062,443.65307807922363
72.24145889282227,222.72281169891357,443.8191604614258
72.47655248641968,218.28639030456543,445.28058528900146
74.23572444915771,219.66334342956543,436.1734914779663
74.46278524398804,221.4751148223877,438.1021213531494
74.51747465133667,221.8008041381836,438.8268756866455
74.76337385177612,227.16949462890625,439.5087432861328
74.81089472770691,227.42871284484863,439.5015048980713
75.09365344047546,229.4379425048828,438.3592700958252
75.1396074295044,229.4523048400879,438.51706981658936
76.50301694869995,243.39447021484375,391.5932893753052
76.73215842247009,224.39946174621582,347.3292875289917
76.9732084274292,216.1813259124756,328.1946086883545
77.21513819694519,212.73542404174805,327.8333902359009
77.45284533500671,217.37653732299805,330.9926462173462
77.71113014221191,225.7417106628418,334.8545837402344
77.96104431152344,227.15042114257812,266.2937021255493
78.21410465240479,227.8422737121582,221.2479329109192
78.46460819244385,233.52289199829102,224.68462228775024
78.70109128952026,223.3915138244629,229.9772071838379
78.93675494194031,217.99013137817383,233.93776416778564
79.16038393974304,209.39539909362793,243.67023468017578
79.42966914176941,207.45460510253906,249.10240173339844
79.64893436431885,216.8017578125,260.0961112976074
79.87851881980896,230.6195068359375,265.00033378601074
80.09681463241577,237.1090602874756,269.2610836029053
80.32953262329102,229.65744018554688,270.4233169555664
80.54843807220459,188.58197212219238,267.5770568847656
80.78155994415283,159.74247932434082,250.4465103149414
81.01758074760437,120.48783302307129,245.28059005737305
81.28345775604248,98.23939800262451,243.12569618225098
81.52178883552551,72.79317378997803,241.22565507888794
81.75299310684204,27.627224922180176,251.1751413345337
82.00135374069214,-20.218690633773804,283.19671154022217
83.04539847373962,-20.405932664871216,299.77131843566895
83.2750940322876,6.019442081451416,288.2141304016113
83.49367022514343,-15.207746028900146,283.70148181915283
83.7430522441864,-34.17519807815552,278.574800491333
83.97635841369629,-37.9943311214447,278.6584424972534
84.19837641716003,5.577642917633057,298.93651485443115
84.4208116531372,49.89706039428711,294.5065641403198
84.65539908409119,126.18868350982666,288.85435581207275
84.87758088111877,148.15210342407227,284.93953227996826
85.11279439926147,203.20685863494873,275.31854152679443
85.3445155620575,229.6184539794922,276.7691659927368
85.59946751594543,283.04905891418457,280.44183254241943
85.81627893447876,310.3307628631592,287.6744842529297
86.04807591438293,363.9594078063965,308.11004161834717
86.28108167648315,386.5358543395996,315.73930263519287
86.5127899646759,398.2630729675293,313.3120536804199
86.73933172225952,392.81837463378906,302.62258529663086
86.97061276435852,388.9705276489258,303.5762357711792
87.23285841941833,393.64797592163086,296.10536098480225
87.47403526306152,408.5234832763672,299.5841360092163
87.70796060562134,407.5880241394043,299.35588359832764
87.93720436096191,387.14826583862305,297.4471378326416
88.18221402168274,380.6551742553711,290.84325313568115
88.418532371521,382.9490661621094,284.07629013061523
88.65902876853943,385.3036689758301,280.6028938293457
88.90796113014221,376.4569854736328,278.517050743103
89.19364166259766,367.1768283843994,274.75902557373047
89.4365770816803,364.13867950439453,272.36260414123535
89.67914366722107,346.1016082763672,272.12568283081055
89.93425393104553,307.9343032836914,256.0696077346802
90.17108917236328,303.1676959991455,252.41223335266113
90.43648624420166,318.8652229309082,250.73434352874756
90.6949679851532,322.79677391052246,252.40071773529053
90.9588348865509,312.79799461364746,250.27816772460938
91.2027313709259,287.77031898498535,253.52388381958008
91.4384388923645,279.74425315856934,258.41710567474365
91.67813205718994,288.9474391937256,262.39354133605957
91.91786479949951,297.7449417114258,254.1830348968506
92.15823745727539,288.1851577758789,249.35365676879883
92.40492105484009,293.363037109375,250.52088260650635
92.67133569717407,306.8125343322754,254.90203857421875
92.90091037750244,312.67948150634766,254.13336753845215
