Time,X Coordinate,Y Coordinate
0.022318601608276367,842.5430220365524,640.7821047306061
0.662562370300293,842.1172428131104,641.0716223716736
0.7075586318969727,842.42695748806,641.3708603382111
0.9683563709259033,844.3815395236015,642.1256017684937
1.2231106758117676,844.4491070508957,641.9111430644989
1.4540767669677734,844.844856262207,641.7952072620392
1.6980311870574951,845.0674259662628,641.7224335670471
1.9599435329437256,845.0614392757416,641.6977143287659
2.2273876667022705,844.9783739447594,641.8736135959625
2.2745747566223145,844.9363222718239,641.9475781917572
2.352926015853882,844.6084061264992,642.0614540576935
2.4244024753570557,844.3058127164841,642.0852398872375
2.494503974914551,844.0182825922966,642.7256226539612
2.57262921333313,843.6049354076385,642.926595211029
2.6838958263397217,843.5404095053673,643.5743808746338
2.7626147270202637,842.9076308012009,644.2151498794556
2.8251137733459473,842.3306635022163,644.3239080905914
2.9032392501831055,841.626406610012,644.3759536743164
2.9657392501831055,841.0297411680222,644.5264256000519
3.043865203857422,840.206281542778,645.2672624588013
3.3105478286743164,839.9469709396362,645.1650059223175
3.357424259185791,839.5016384124756,645.236588716507
3.6398866176605225,839.4316086173058,645.3273868560791
6.451222896575928,839.5253679156303,645.8619403839111
6.684921979904175,839.2164015769958,645.9294676780701
6.747040748596191,839.5641124248505,646.107748746872
7.046425819396973,840.3234565258026,646.3797891139984
7.293963432312012,840.8560547232628,646.1882150173187
7.53096866607666,841.8791753053665,646.4343774318695
7.7699620723724365,842.534838616848,646.3975238800049
8.000258207321167,842.7322545647621,646.4598047733307
8.251251220703125,843.2109242677689,646.8405067920685
8.517550945281982,843.5203009843826,646.9539964199066
8.749429702758789,844.0353977680206,646.958920955658
8.80986499786377,843.7312111258507,647.0916903018951
9.065028190612793,844.0986442565918,647.1852242946625
9.110169410705566,844.5831075310707,646.7842447757721
9.175109148025513,844.518316090107,646.2869310379028
9.425752878189087,844.6738010644913,646.1780762672424
9.675770998001099,844.8244822025299,646.1016011238098
9.722644090652466,844.8891288042068,645.7800900936127
11.726065635681152,845.1822593808174,644.5604467391968
11.804183959960938,844.8910841345787,644.2256426811218
11.867498874664307,844.6814534068108,644.4713222980499
12.117599725723267,844.4894689321518,644.3163442611694
12.179998636245728,844.4091314077377,644.2509412765503
12.242554664611816,844.1029652953148,644.2685151100159
12.305104732513428,844.0317767858505,644.1986382007599
12.383248090744019,843.8875651359558,644.1608190536499
12.445725679397583,843.6508977413177,644.503573179245
12.523751974105835,843.4702590107918,644.9171054363251
12.804998397827148,843.385479748249,645.1397716999054
12.852416753768921,843.3532047271729,645.1700913906097
12.930952310562134,843.8253808021545,645.525848865509
13.2122962474823,845.2906474471092,646.1420595645905
13.477924585342407,845.6282436847687,646.3974916934967
13.731630325317383,846.3161578774452,646.0855722427368
13.994364738464355,846.7042547464371,646.0272181034088
14.244880437850952,846.8424555659294,646.1267709732056
14.29176378250122,847.0922309160233,646.2242960929871
14.573516607284546,847.1446385979652,646.3864839076996
14.823485612869263,847.0561176538467,646.3243639469147
15.110279083251953,847.0678979158401,646.3676226139069
15.371042013168335,847.1377828717232,646.4389801025391
15.622047901153564,847.1600639820099,646.3967192173004
15.872148752212524,847.034367620945,646.4141321182251
16.122674703598022,847.0204389095306,646.6188061237335
16.169511318206787,846.9703727960587,646.7388617992401
16.45630931854248,846.9489365816116,646.8226110935211
16.497801303863525,846.8062940239906,646.9698643684387
16.576026439666748,846.7293119430542,647.0634949207306
16.63854169845581,846.7235425114632,647.1007347106934
16.93887233734131,846.8141153454781,647.2108125686646
16.982239961624146,846.797893345356,647.4132657051086
17.06036615371704,847.2467502951622,648.0095207691193
17.3271381855011,847.7454319596291,648.4904193878174
17.37402081489563,848.5786199569702,648.8364243507385
17.436511516571045,849.703683257103,649.1904437541962
17.515339374542236,849.5711553096771,649.1865170001984
